timestamp,source,ssid,bssid,channel,frequency,rssi,security,latitude,longitude
2026-09-20T10:03:58Z,generic,LAB-NET-17,02:0A:00:00:00:25,44,5220,-73,UNKNOWN,1.2242450,-9.8879819
2026-09-20T10:04:05Z,kismet,LAB-NET-30,02:0A:00:00:00:32,1,2412,-41,WPA2,1.2227352,-9.8874840
2026-09-20T10:04:12Z,minino,LAB-NET-19,02:0A:00:00:00:27,149,5745,-50,WPA2,1.2563394,-9.8548168
2026-09-20T10:04:19Z,marauder,LAB-NET-21,02:0A:00:00:00:29,36,5180,-32,OPEN,1.2344731,-9.8764159
2026-09-20T10:04:26Z,kismet,LAB-NET-28,02:0A:00:00:00:30,6,2437,-57,OPEN,1.2340891,-9.8760848
2026-09-20T10:04:33Z,kismet,LAB-CORRIDOR,02:0A:00:00:00:12,153,5765,-43,OPEN,1.2230679,-9.8871348
2026-09-20T10:04:40Z,generic,LAB-BETA,02:0A:00:00:00:34,36,5180,-36,WPA2,1.2353084,-9.8771180
2026-09-20T10:04:47Z,kismet,LAB-NET-04,02:0A:00:00:00:18,6,2437,-53,OPEN,1.2343991,-9.8769201
2026-09-20T10:04:54Z,kismet,LAB-NET-21,02:0A:00:00:00:29,36,5180,-32,OPEN,1.2230308,-9.8884143
2026-09-20T10:05:01Z,generic,LAB-NET-22,02:0A:00:00:00:2A,11,2462,-83,WPA3,1.2239749,-9.8869993
2026-09-20T10:05:08Z,minino,LAB-MESH-A,02:0A:00:00:00:03,1,2412,-66,WPA2,1.2567772,-9.8549655
2026-09-20T10:05:15Z,minino,LAB-NET-23,02:0A:00:00:00:2B,36,5180,-34,WPA2,1.2571034,-9.8542567
2026-09-20T10:05:22Z,minino,LAB-MESH-B,02:0A:00:00:00:07,36,5180,-62,WPA2,1.2574915,-9.8546734
2026-09-20T10:05:29Z,kismet,LAB-ZONE-NORTH,02:0A:00:00:00:10,36,5180,-87,UNKNOWN,1.2339268,-9.8762461
2026-09-20T10:05:36Z,marauder,LAB-CORRIDOR,02:0A:00:00:00:0D,1,2412,-87,OPEN,1.2463973,-9.8649134
2026-09-20T10:05:43Z,minino,LAB-ZONE-NORTH,02:0A:00:00:00:10,36,5180,-53,UNKNOWN,1.2350270,-9.8770149
2026-09-20T10:05:50Z,minino,LAB-FOXTROT,02:0A:00:00:00:38,1,2412,-56,WPA2,1.2451150,-9.8647913
2026-09-20T10:05:57Z,minino,LAB-OFFICE,02:0A:00:00:00:0C,11,2462,-53,WPA,1.2351541,-9.8771323
2026-09-20T10:06:04Z,generic,LAB-OFFICE,02:0A:00:00:00:0C,1,2412,-62,WPA,1.2339706,-9.8766697
2026-09-20T10:06:11Z,kismet,<hidden>,02:0A:00:00:00:21,11,2462,-61,WPA2,1.2456021,-9.8658776
2026-09-20T10:06:18Z,generic,LAB-MESH-A,02:0A:00:00:00:02,36,5180,-45,WPA,1.2234231,-9.8878117
2026-09-20T10:06:25Z,kismet,LAB-MESH-B,02:0A:00:00:00:05,11,2462,-66,WPA3,1.2453943,-9.8659948
2026-09-20T10:06:32Z,marauder,LAB-NET-14,02:0A:00:00:00:22,1,2412,-36,UNKNOWN,1.2234656,-9.8877660
2026-09-20T10:06:39Z,minino,LAB-GUEST,02:0A:00:00:00:39,1,2412,-64,WPA2,1.2460322,-9.8658881
2026-09-20T10:06:46Z,kismet,LAB-NET-10,02:0A:00:00:00:1E,40,5200,-67,UNKNOWN,1.2238241,-9.8879542
2026-09-20T10:06:53Z,kismet,<hidden>,02:0A:00:00:00:2C,1,2412,-39,OPEN,1.2338752,-9.8760124
2026-09-20T10:07:00Z,generic,LAB-MESH-A,02:0A:00:00:00:04,6,2437,-35,WPA2,1.2346663,-9.8768158
2026-09-20T10:07:07Z,minino,LAB-MESH-A,02:0A:00:00:00:04,1,2412,-81,WPA2,1.2347285,-9.8767806
2026-09-20T10:07:14Z,minino,LAB-CORRIDOR,02:0A:00:00:00:0F,6,2437,-39,WPA2,1.2565492,-9.8542310
2026-09-20T10:07:21Z,marauder,LAB-NET-16,02:0A:00:00:00:24,36,5180,-52,WPA2,1.2350773,-9.8763615
2026-09-20T10:07:28Z,kismet,LAB-DELTA,02:0A:00:00:00:36,11,2462,-68,UNKNOWN,1.2227030,-9.8880171
2026-09-20T10:07:35Z,minino,LAB-NET-17,02:0A:00:00:00:25,11,2462,-66,OPEN,1.2571746,-9.8535661
2026-09-20T10:07:42Z,marauder,<hidden>,02:0A:00:00:00:16,40,5200,-34,WPA2,1.2231553,-9.8879353
2026-09-20T10:07:49Z,generic,LAB-OFFICE,02:0A:00:00:00:0B,1,2412,-59,WPA2,1.2560686,-9.8549905
2026-09-20T10:07:56Z,kismet,LAB-NET-07,02:0A:00:00:00:1B,36,5180,-47,WPA3,1.2571969,-9.8549389
2026-09-20T10:08:03Z,minino,LAB-NET-12,02:0A:00:00:00:20,6,2437,-41,WPA3,1.2232891,-9.8874954
2026-09-20T10:08:10Z,minino,LAB-ZONE-SOUTH,02:0A:00:00:00:11,11,2462,-66,WPA2,1.2450709,-9.8654363
2026-09-20T10:08:17Z,marauder,LAB-CORRIDOR,02:0A:00:00:00:0F,11,2462,-63,WPA,1.2573224,-9.8538311
2026-09-20T10:08:24Z,marauder,LAB-FOXTROT,02:0A:00:00:00:38,1,2412,-65,WPA2,1.2235741,-9.8873191
2026-09-20T10:08:31Z,generic,LAB-BETA,02:0A:00:00:00:34,36,5180,-36,WPA2,1.2345040,-9.8762398
2026-09-20T10:08:38Z,kismet,LAB-NET-08,02:0A:00:00:00:1C,6,2437,-76,WPA2,1.2346061,-9.8767100
2026-09-20T10:08:45Z,kismet,LAB-OFFICE,02:0A:00:00:00:0B,1,2412,-68,WPA2,1.2570022,-9.8542720
2026-09-20T10:08:52Z,minino,LAB-GAMMA,02:0A:00:00:00:35,1,2412,-52,WPA3,1.2451152,-9.8660676
2026-09-20T10:08:59Z,generic,LAB-NET-29,02:0A:00:00:00:31,6,2437,-47,WPA2,1.2350044,-9.8765526
2026-09-20T10:09:06Z,kismet,LAB-NET-17,02:0A:00:00:00:25,6,2437,-40,OPEN,1.2236602,-9.8882128
2026-09-20T10:09:13Z,kismet,LAB-MESH-A,02:0A:00:00:00:04,6,2437,-86,WPA2,1.2338865,-9.8766044
2026-09-20T10:09:20Z,marauder,<hidden>,02:0A:00:00:00:37,11,2462,-62,WPA2,1.2569395,-9.8545058
2026-09-20T10:09:27Z,kismet,LAB-NET-17,02:0A:00:00:00:25,1,2412,-45,OPEN,1.2456399,-9.8659907
2026-09-20T10:09:34Z,minino,LAB-NET-22,02:0A:00:00:00:2A,11,2462,-67,WPA3,1.2230531,-9.8877539
2026-09-20T10:09:41Z,kismet,LAB-BASEMENT,02:0A:00:00:00:13,11,2462,-86,WPA2,1.2572281,-9.8540348
2026-09-20T10:09:48Z,minino,LAB-NET-16,02:0A:00:00:00:24,36,5180,-69,WPA2,1.2342224,-9.8761852
2026-09-20T10:09:55Z,generic,LAB-NET-23,02:0A:00:00:00:2B,36,5180,-82,WPA2,1.2565487,-9.8535727
2026-09-20T10:10:02Z,marauder,LAB-MESH-B,02:0A:00:00:00:06,1,2412,-49,OPEN,1.2232594,-9.8871876
2026-09-20T10:10:09Z,generic,<hidden>,02:0A:00:00:00:21,11,2462,-78,WPA2,1.2454591,-9.8659437
2026-09-20T10:10:16Z,marauder,LAB-OFFICE,02:0A:00:00:00:09,1,2412,-48,UNKNOWN,1.2462300,-9.8660703
2026-09-20T10:10:23Z,minino,LAB-NET-30,02:0A:00:00:00:32,1,2412,-44,WPA2,1.2236123,-9.8882075
2026-09-20T10:10:30Z,generic,LAB-NET-07,02:0A:00:00:00:1B,36,5180,-76,WPA3,1.2571403,-9.8535697
2026-09-20T10:10:37Z,generic,<hidden>,02:0A:00:00:00:14,6,2437,-61,WPA3,1.2350228,-9.8758968
2026-09-20T10:10:44Z,minino,LAB-NET-30,02:0A:00:00:00:32,1,2412,-35,WPA2,1.2235006,-9.8869083
2026-09-20T10:10:51Z,marauder,LAB-NET-22,02:0A:00:00:00:2A,11,2462,-72,WPA3,1.2232506,-9.8869594
2026-09-20T10:10:58Z,minino,LAB-OFFICE,02:0A:00:00:00:0B,1,2412,-38,WPA2,1.2574375,-9.8548852
2026-09-20T10:11:05Z,generic,LAB-NET-03,02:0A:00:00:00:17,153,5765,-85,WPA3,1.2566528,-9.8544867
2026-09-20T10:11:12Z,minino,LAB-MESH-A,02:0A:00:00:00:02,36,5180,-82,UNKNOWN,1.2228152,-9.8873108
2026-09-20T10:11:19Z,marauder,LAB-NET-11,02:0A:00:00:00:1F,1,2412,-33,UNKNOWN,1.2562111,-9.8539921
2026-09-20T10:11:26Z,generic,LAB-ZONE-SOUTH,02:0A:00:00:00:11,11,2462,-83,WPA2,1.2451181,-9.8647277
2026-09-20T10:11:33Z,generic,LAB-ZONE-NORTH,02:0A:00:00:00:10,36,5180,-86,UNKNOWN,1.2338442,-9.8766715
2026-09-20T10:11:40Z,minino,LAB-IOT,02:0A:00:00:00:3A,1,2412,-72,WPA3,1.2235144,-9.8874432
2026-09-20T10:11:47Z,kismet,LAB-NET-20,02:0A:00:00:00:28,11,2462,-86,WPA3,1.2346809,-9.8770435
2026-09-20T10:11:54Z,generic,LAB-NET-15,02:0A:00:00:00:23,1,2412,-88,WPA2,1.2575703,-9.8542344
2026-09-20T10:12:01Z,marauder,LAB-NET-04,02:0A:00:00:00:18,40,5200,-41,OPEN,1.2337938,-9.8760816
2026-09-20T10:12:08Z,generic,LAB-NET-29,02:0A:00:00:00:31,6,2437,-46,WPA2,1.2232204,-9.8879126
2026-09-20T10:12:15Z,kismet,LAB-OFFICE,02:0A:00:00:00:0C,11,2462,-78,WPA2,1.2338688,-9.8761013
2026-09-20T10:12:22Z,generic,LAB-MESH-A,02:0A:00:00:00:03,1,2412,-74,WPA3,1.2564851,-9.8544838
2026-09-20T10:12:29Z,marauder,LAB-BASEMENT,02:0A:00:00:00:13,6,2437,-39,WPA2,1.2572383,-9.8537357
2026-09-20T10:12:36Z,minino,LAB-GUEST,02:0A:00:00:00:39,1,2412,-59,WPA2,1.2455825,-9.8647017
2026-09-20T10:12:43Z,marauder,LAB-NET-04,02:0A:00:00:00:18,40,5200,-63,OPEN,1.2345986,-9.8760614
2026-09-20T10:12:50Z,kismet,LAB-GAMMA,02:0A:00:00:00:35,1,2412,-71,WPA3,1.2453489,-9.8660679
2026-09-20T10:12:57Z,generic,LAB-NET-26,02:0A:00:00:00:2E,6,2437,-73,WPA3,1.2237603,-9.8878918
2026-09-20T10:13:04Z,minino,LAB-ALPHA,02:0A:00:00:00:33,1,2412,-30,UNKNOWN,1.2561091,-9.8541010
2026-09-20T10:13:11Z,kismet,<hidden>,02:0A:00:00:00:2C,1,2412,-67,OPEN,1.2338235,-9.8772356
2026-09-20T10:13:18Z,marauder,LAB-NET-17,02:0A:00:00:00:25,44,5220,-54,OPEN,1.2348543,-9.8758251
2026-09-20T10:13:25Z,minino,LAB-NET-04,02:0A:00:00:00:18,11,2462,-59,OPEN,1.2348071,-9.8769438
2026-09-20T10:13:32Z,kismet,LAB-LABORATORY,02:0A:00:00:00:3B,6,2437,-46,WEP,1.2564078,-9.8547045
2026-09-20T10:13:39Z,generic,LAB-NET-12,02:0A:00:00:00:20,1,2412,-85,WPA3,1.2462434,-9.8655088
2026-09-20T10:13:46Z,kismet,<hidden>,02:0A:00:00:00:37,11,2462,-33,WPA2,1.2570575,-9.8539857
2026-09-20T10:13:53Z,minino,LAB-OFFICE,02:0A:00:00:00:0B,1,2412,-83,WPA2,1.2574727,-9.8541007
2026-09-20T10:14:00Z,kismet,LAB-ALPHA,02:0A:00:00:00:33,1,2412,-61,WPA3,1.2572536,-9.8550789
2026-09-20T10:14:07Z,generic,LAB-NET-16,02:0A:00:00:00:24,36,5180,-57,WPA2,1.2351826,-9.8772380
2026-09-20T10:14:14Z,generic,LAB-NET-07,02:0A:00:00:00:1B,36,5180,-61,WPA3,1.2561070,-9.8535652
2026-09-20T10:14:21Z,minino,LAB-NET-03,02:0A:00:00:00:17,153,5765,-63,WPA3,1.2573155,-9.8542389
2026-09-20T10:14:28Z,minino,LAB-FOXTROT,02:0A:00:00:00:38,1,2412,-68,WPA2,1.2345968,-9.8768566
2026-09-20T10:14:35Z,kismet,LAB-NET-14,02:0A:00:00:00:22,1,2412,-82,UNKNOWN,1.2240102,-9.8880533
2026-09-20T10:14:42Z,minino,LAB-NET-20,02:0A:00:00:00:28,11,2462,-80,WPA3,1.2345719,-9.8770734
2026-09-20T10:14:49Z,marauder,LAB-NET-27,02:0A:00:00:00:2F,1,2412,-88,OPEN,1.2565292,-9.8536427
2026-09-20T10:14:56Z,marauder,LAB-NET-30,02:0A:00:00:00:32,1,2412,-59,WPA2,1.2236985,-9.8872272
2026-09-20T10:15:03Z,generic,LAB-NET-15,02:0A:00:00:00:23,1,2412,-71,WPA2,1.2575196,-9.8543483
2026-09-20T10:15:10Z,generic,LAB-NET-25,02:0A:00:00:00:2D,6,2437,-77,WPA3,0.0,0.0
2026-09-20T10:15:17Z,generic,LAB-OFFICE,02:0A:00:00:00:0A,153,5765,-82,WPA2,1.2238061,-9.8872796
2026-09-20T10:15:24Z,minino,<hidden>,02:0A:00:00:00:21,11,2462,-81,WPA2,1.2453895,-9.8654857
2026-09-20T10:15:31Z,minino,LAB-BASEMENT,02:0A:00:00:00:13,6,2437,-38,WPA2,1.2573717,-9.8544520
2026-09-20T10:15:38Z,kismet,LAB-NET-17,02:0A:00:00:00:25,44,5220,-59,WPA,1.2229116,-9.8868607
2026-09-20T10:15:45Z,generic,<hidden>,02:0A:00:00:00:21,6,2437,-52,WPA2,1.2452641,-9.8652987
2026-09-20T10:15:52Z,kismet,LAB-NET-22,02:0A:00:00:00:2A,1,2412,-44,WPA3,1.2231139,-9.8884412
2026-09-20T10:15:59Z,kismet,LAB-NET-06,02:0A:00:00:00:1A,153,5765,-86,WPA2,1.2232976,-9.8875418
2026-09-20T10:16:06Z,marauder,LAB-NET-09,02:0A:00:00:00:1D,11,2462,-82,WPA2,1.2453265,-9.8646496
2026-09-20T10:16:13Z,minino,LAB-NET-06,02:0A:00:00:00:1A,153,5765,-78,WPA2,1.2242356,-9.8875618
2026-09-20T10:16:20Z,generic,LAB-NET-06,02:0A:00:00:00:1A,153,5765,-57,WPA2,1.2227292,-9.8882350
2026-09-20T10:16:27Z,generic,LAB-NET-19,02:0A:00:00:00:27,149,5745,-51,WPA2,1.2562126,-9.8536308
2026-09-20T10:16:34Z,kismet,<hidden>,02:0A:00:00:00:14,6,2437,-60,WPA3,1.2345795,-9.8765277
2026-09-20T10:16:41Z,marauder,LAB-NET-04,02:0A:00:00:00:18,40,5200,-52,OPEN,1.2339432,-9.8766767
2026-09-20T10:16:48Z,generic,LAB-NET-22,02:0A:00:00:00:2A,11,2462,-80,WPA3,1.2238986,-9.8875301
2026-09-20T10:16:55Z,marauder,LAB-NET-27,02:0A:00:00:00:2F,6,2437,-54,OPEN,1.2573349,-9.8548846
2026-09-20T10:17:02Z,minino,LAB-MESH-B,02:0A:00:00:00:08,11,2462,-64,OPEN,1.2344735,-9.8766732
2026-09-20T10:17:09Z,minino,LAB-NET-20,02:0A:00:00:00:28,1,2412,-55,WPA3,1.2351643,-9.8761659
2026-09-20T10:17:16Z,kismet,LAB-NET-23,02:0A:00:00:00:2B,36,5180,-56,WPA2,1.2565919,-9.8535903
2026-09-20T10:17:23Z,generic,LAB-NET-30,02:0A:00:00:00:32,1,2412,-78,WPA2,1.2237459,-9.8871685
2026-09-20T10:17:30Z,kismet,LAB-CORRIDOR,02:0A:00:00:00:12,153,5765,-45,OPEN,1.2230165,-9.8868976
2026-09-20T10:17:37Z,kismet,LAB-NET-26,02:0A:00:00:00:2E,6,2437,-72,WPA3,1.2234244,-9.8875575
2026-09-20T10:17:44Z,minino,<hidden>,02:0A:00:00:00:2C,1,2412,-72,WPA,1.2352010,-9.8767119
2026-09-20T10:17:51Z,minino,LAB-MESH-B,02:0A:00:00:00:06,1,2412,-38,OPEN,1.2233645,-9.8880440
2026-09-20T10:17:58Z,minino,LAB-MESH-A,02:0A:00:00:00:3C,11,2462,-75,OPEN,1.2342024,-9.8771684
2026-09-20T10:18:05Z,generic,LAB-IOT,02:0A:00:00:00:3A,1,2412,-84,WPA3,1.2236774,-9.8883703
2026-09-20T10:18:12Z,generic,LAB-OFFICE,02:0A:00:00:00:09,1,2412,-60,UNKNOWN,1.2353325,-9.8770905
2026-09-20T10:18:19Z,minino,LAB-NET-29,02:0A:00:00:00:31,11,2462,-56,WPA2,1.2236901,-9.8870016
2026-09-20T10:18:26Z,minino,<hidden>,02:0A:00:00:00:37,11,2462,-31,WPA2,1.2574502,-9.8548409
2026-09-20T10:18:33Z,kismet,LAB-DELTA,02:0A:00:00:00:36,11,2462,-34,WPA2,1.2234493,-9.8869557
2026-09-20T10:18:40Z,generic,LAB-NET-19,02:0A:00:00:00:27,149,5745,-34,WPA2,1.2575618,-9.8546657
2026-09-20T10:18:47Z,generic,<hidden>,02:0A:00:00:00:37,11,2462,-49,WPA2,1.2564255,-9.8538269
2026-09-20T10:18:54Z,minino,LAB-OFFICE,02:0A:00:00:00:0C,11,2462,-79,WPA,0.0,0.0
2026-09-20T10:19:01Z,minino,LAB-NET-21,02:0A:00:00:00:29,36,5180,-82,OPEN,1.2568134,-9.8549822
2026-09-20T10:19:08Z,kismet,LAB-MESH-A,02:0A:00:00:00:3C,11,2462,-71,OPEN,1.2341851,-9.8769664
2026-09-20T10:19:15Z,generic,LAB-NET-17,02:0A:00:00:00:25,44,5220,-71,OPEN,1.2343431,-9.8769651
2026-09-20T10:19:22Z,marauder,<hidden>,02:0A:00:00:00:2C,1,2412,-50,OPEN,1.2352000,-9.8762175
2026-09-20T10:19:29Z,generic,LAB-BASEMENT,02:0A:00:00:00:13,6,2437,-43,WPA2,1.2563424,-9.8535892
2026-09-20T10:19:36Z,minino,LAB-NET-04,02:0A:00:00:00:18,40,5200,-42,OPEN,1.2346466,-9.8765899
2026-09-20T10:19:43Z,marauder,LAB-NET-29,02:0A:00:00:00:31,6,2437,-87,WPA2,1.2346129,-9.8767643
2026-09-20T10:19:50Z,generic,LAB-IOT,02:0A:00:00:00:3A,1,2412,-83,WPA3,1.2235730,-9.8882145
2026-09-20T10:19:57Z,generic,LAB-NET-26,02:0A:00:00:00:2E,6,2437,-82,WPA3,1.2228022,-9.8876377
2026-09-20T10:20:04Z,marauder,LAB-NET-10,02:0A:00:00:00:1E,40,5200,-65,UNKNOWN,1.2235508,-9.8873779
2026-09-20T10:20:11Z,marauder,LAB-MESH-A,02:0A:00:00:00:01,1,2412,-31,OPEN,1.2449514,-9.8656809
2026-09-20T10:20:18Z,generic,LAB-BASEMENT,02:0A:00:00:00:13,6,2437,-67,WPA2,1.2572194,-9.8538957
2026-09-20T10:20:25Z,minino,LAB-NET-05,02:0A:00:00:00:19,11,2462,-49,OPEN,1.2463463,-9.8656281
2026-09-20T10:20:32Z,minino,LAB-MESH-B,02:0A:00:00:00:08,11,2462,-37,WPA2,1.2346274,-9.8764971
2026-09-20T10:20:39Z,minino,<hidden>,02:0A:00:00:00:14,6,2437,-75,WPA3,1.2349184,-9.8766646
2026-09-20T10:20:46Z,generic,LAB-OFFICE,02:0A:00:00:00:0A,11,2462,-51,WPA2,1.2241566,-9.8872943
2026-09-20T10:20:53Z,generic,LAB-GUEST,02:0A:00:00:00:39,1,2412,-52,WPA2,1.2452640,-9.8661244
2026-09-20T10:21:00Z,marauder,LAB-FOXTROT,02:0A:00:00:00:38,1,2412,-82,WPA2,1.2338386,-9.8766409
2026-09-20T10:21:07Z,kismet,LAB-BASEMENT,02:0A:00:00:00:13,6,2437,-75,WPA2,1.2574552,-9.8541992
2026-09-20T10:21:14Z,minino,LAB-OFFICE,02:0A:00:00:00:0A,153,5765,-50,WPA2,1.2234907,-9.8877926
2026-09-20T10:21:21Z,kismet,LAB-NET-16,02:0A:00:00:00:24,36,5180,-46,WPA2,1.2353235,-9.8758367
2026-09-20T10:21:28Z,minino,LAB-OFFICE,02:0A:00:00:00:0A,153,5765,-71,WPA2,1.2229509,-9.8875936
2026-09-20T10:21:35Z,minino,LAB-OFFICE,02:0A:00:00:00:0A,153,5765,-66,WPA2,1.2241203,-9.8875545
2026-09-20T10:21:42Z,minino,LAB-CORRIDOR,02:0A:00:00:00:0E,1,2412,-87,OPEN,1.2227832,-9.8877346
2026-09-20T10:21:49Z,minino,<hidden>,02:0A:00:00:00:2C,1,2412,-60,OPEN,1.2338311,-9.8772267
2026-09-20T10:21:56Z,marauder,LAB-LABORATORY,02:0A:00:00:00:3B,6,2437,-43,WEP,1.2575202,-9.8550965
2026-09-20T10:22:03Z,minino,LAB-NET-11,02:0A:00:00:00:1F,1,2412,-55,UNKNOWN,1.2571020,-9.8539950
2026-09-20T10:22:10Z,generic,LAB-BASEMENT,02:0A:00:00:00:13,6,2437,-61,WPA2,1.2568428,-9.8545462
2026-09-20T10:22:17Z,generic,LAB-NET-27,02:0A:00:00:00:2F,6,2437,-88,OPEN,1.2573326,-9.8536581
2026-09-20T10:22:24Z,generic,LAB-CORRIDOR,02:0A:00:00:00:0F,11,2462,-72,WPA2,1.2560150,-9.8542357
2026-09-20T10:22:31Z,kismet,<hidden>,02:0A:00:00:00:16,40,5200,-74,WPA2,1.2235684,-9.8880611
2026-09-20T10:22:38Z,generic,LAB-NET-12,02:0A:00:00:00:20,11,2462,-79,WPA3,1.2571614,-9.8545575
2026-09-20T10:22:45Z,marauder,LAB-NET-15,02:0A:00:00:00:23,1,2412,-30,WPA2,1.2575206,-9.8542827
2026-09-20T10:22:52Z,minino,LAB-MESH-A,02:0A:00:00:00:04,1,2412,-90,WPA2,1.2344276,-9.8759951
2026-09-20T10:22:59Z,generic,LAB-NET-10,02:0A:00:00:00:1E,40,5200,-48,UNKNOWN,1.2236452,-9.8873875
2026-09-20T10:23:06Z,kismet,LAB-MESH-A,02:0A:00:00:00:01,36,5180,-89,OPEN,0.0,0.0
2026-09-20T10:23:13Z,minino,LAB-NET-25,02:0A:00:00:00:2D,1,2412,-75,WPA3,1.2461688,-9.8647765
2026-09-20T10:23:20Z,generic,LAB-NET-14,02:0A:00:00:00:22,6,2437,-54,UNKNOWN,1.2232238,-9.8871824
2026-09-20T10:23:27Z,marauder,LAB-NET-25,02:0A:00:00:00:2D,6,2437,-85,WPA3,1.2459734,-9.8648755
2026-09-20T10:23:34Z,generic,LAB-NET-05,02:0A:00:00:00:19,6,2437,-36,OPEN,1.2449687,-9.8662170
2026-09-20T10:23:41Z,marauder,LAB-ALPHA,02:0A:00:00:00:33,1,2412,-76,WPA3,1.2575527,-9.8535629
2026-09-20T10:23:48Z,marauder,LAB-FOXTROT,02:0A:00:00:00:38,1,2412,-79,WPA2,1.2574677,-9.8540259
2026-09-20T10:23:55Z,generic,LAB-NET-01,02:0A:00:00:00:15,6,2437,-31,UNKNOWN,,
2026-09-20T10:24:02Z,kismet,LAB-OFFICE,02:0A:00:00:00:0B,1,2412,-66,WPA2,1.2568957,-9.8537619
