Timestamp,Lat,Long,SSID,BSSID,Canal,Señal,Seguridad
2026-03-19 21:11:15,19.5308762,-99.0413742,Total-4EB6_EXT,1C:3B:F3:83:7C:06,2,-95,WPA2_PSK
2026-03-19 21:11:31,19.5308533,-99.0414352,Verizon-RC400L-42,58:32:77:25:92:42,1,-35,WPA2_PSK
2026-03-19 21:11:31,19.5308533,-99.0414352,,A2:31:DB:A0:CC:C7,4,-55,OPEN
2026-03-19 21:11:31,19.5308533,-99.0414352,Hogar,A2:31:DB:A0:CC:C4,4,-55,WPA2_PSK
2026-03-19 21:11:31,19.5308533,-99.0414352,TOTALPLAY_ECAD72,34:6B:46:EC:AD:72,1,-67,WPA2_PSK
2026-03-19 21:11:31,19.5308533,-99.0414352,IZZI-29A4,94:04:E3:EF:29:A8,1,-69,WPA2_PSK
2026-03-19 21:11:31,19.5308533,-99.0414352,Mega_2.4G_8B54,48:96:D9:26:8B:54,4,-72,WPA_WPA2_PSK
2026-03-19 21:11:31,19.5308533,-99.0414352,Totalplay-36B5,8A:69:3D:8B:03:90,1,-74,WPA2_PSK
2026-03-19 21:11:47,19.5308495,-99.0414429,Verizon-RC400L-42,58:32:77:25:92:42,1,-33,WPA2_PSK
2026-03-19 21:11:47,19.5308495,-99.0414429,,A2:31:DB:A0:CC:C6,4,-55,WPA2_PSK
2026-03-19 21:11:47,19.5308495,-99.0414429,Hogar,A2:31:DB:A0:CC:C4,4,-57,WPA2_PSK
2026-03-19 21:11:47,19.5308495,-99.0414429,,A2:31:DB:A0:CC:C7,4,-58,OPEN
2026-03-19 21:11:47,19.5308495,-99.0414429,TOTALPLAY_ECAD72,34:6B:46:EC:AD:72,1,-66,WPA2_PSK
2026-03-19 21:11:47,19.5308495,-99.0414429,Home,18:A6:F7:BF:71:72,7,-68,WPA_WPA2_PSK
2026-03-19 21:11:47,19.5308495,-99.0414429,IZZI-29A4,94:04:E3:EF:29:A8,1,-71,WPA2_PSK
2026-03-19 21:11:47,19.5308495,-99.0414429,Totalplay-36B5,8A:69:3D:8B:03:90,1,-73,WPA2_PSK
2026-03-19 21:11:47,19.5308495,-99.0414429,TOTALPLAY_E14025,3C:17:10:E1:40:25,11,-73,WPA2_PSK
2026-03-19 21:11:47,19.5308495,-99.0414429,,A4:BD:C4:84:54:26,9,-89,WPA2_PSK
2026-03-19 21:12:03,19.5308495,-99.0414429,Verizon-RC400L-42,58:32:77:25:92:42,1,-43,WPA2_PSK
2026-03-19 21:12:03,19.5308495,-99.0414429,Hogar,A2:31:DB:A0:CC:C4,4,-56,WPA2_PSK
2026-03-19 21:12:03,19.5308495,-99.0414429,,A2:31:DB:A0:CC:C7,4,-57,OPEN
2026-03-19 21:12:03,19.5308495,-99.0414429,,A2:31:DB:A0:CC:C6,4,-58,WPA2_PSK
2026-03-19 21:12:03,19.5308495,-99.0414429,Home,18:A6:F7:BF:71:72,7,-67,WPA_WPA2_PSK
2026-03-19 21:12:03,19.5308495,-99.0414429,TOTALPLAY_ECBA0B,34:6B:46:EC:BA:0B,11,-67,WPA2_PSK
2026-03-19 21:12:03,19.5308495,-99.0414429,Club_Totalplay_WiFi,3C:A3:7E:7F:5D:23,8,-92,OPEN
2026-03-19 21:12:19,19.5308495,-99.0414429,Verizon-RC400L-42,58:32:77:25:92:42,1,-37,WPA2_PSK
2026-03-19 21:12:19,19.5308495,-99.0414429,Hogar,A2:31:DB:A0:CC:C4,4,-59,WPA2_PSK
2026-03-19 21:12:19,19.5308495,-99.0414429,,A2:31:DB:A0:CC:C7,4,-60,OPEN
2026-03-19 21:12:19,19.5308495,-99.0414429,,A2:31:DB:A0:CC:C6,4,-60,WPA2_PSK
2026-03-19 21:12:19,19.5308495,-99.0414429,TOTALPLAY_ECBA0B,34:6B:46:EC:BA:0B,11,-67,WPA2_PSK
2026-03-19 21:12:19,19.5308495,-99.0414429,Home,18:A6:F7:BF:71:72,7,-68,WPA_WPA2_PSK
2026-03-19 21:12:19,19.5308495,-99.0414429,TOTALPLAY_ECAD72,34:6B:46:EC:AD:72,1,-69,WPA2_PSK
2026-03-19 21:12:19,19.5308495,-99.0414429,Mega_2.4G_D834,F4:E8:4F:FF:D8:34,3,-70,WPA2_PSK
2026-03-19 21:12:35,19.5308495,-99.0414429,Verizon-RC400L-42,58:32:77:25:92:42,1,-37,WPA2_PSK
2026-03-19 21:12:35,19.5308495,-99.0414429,,A2:31:DB:A0:CC:C7,4,-54,OPEN
2026-03-19 21:12:35,19.5308495,-99.0414429,Hogar,A2:31:DB:A0:CC:C4,4,-56,WPA2_PSK
2026-03-19 21:12:35,19.5308495,-99.0414429,,A2:31:DB:A0:CC:C6,4,-57,WPA2_PSK
2026-03-19 21:12:35,19.5308495,-99.0414429,Home,18:A6:F7:BF:71:72,7,-67,WPA_WPA2_PSK
2026-03-19 21:12:35,19.5308495,-99.0414429,TOTALPLAY_ECAD72,34:6B:46:EC:AD:72,1,-68,WPA2_PSK
2026-03-19 21:12:35,19.5308495,-99.0414429,TOTALPLAY_ECBA0B,34:6B:46:EC:BA:0B,11,-69,WPA2_PSK
2026-03-19 21:12:35,19.5308495,-99.0414429,,8A:69:3D:8B:03:93,1,-82,OPEN
2026-03-19 21:12:51,19.5308495,-99.0414429,Verizon-RC400L-42,58:32:77:25:92:42,1,-40,WPA2_PSK
2026-03-19 21:12:51,19.5308495,-99.0414429,Hogar,A2:31:DB:A0:CC:C4,4,-56,WPA2_PSK
2026-03-19 21:12:51,19.5308495,-99.0414429,,A2:31:DB:A0:CC:C6,4,-56,WPA2_PSK
2026-03-19 21:12:51,19.5308495,-99.0414429,,A2:31:DB:A0:CC:C7,4,-57,OPEN
2026-03-19 21:12:51,19.5308495,-99.0414429,Home,18:A6:F7:BF:71:72,7,-61,WPA_WPA2_PSK
2026-03-19 21:12:51,19.5308495,-99.0414429,TOTALPLAY_ECAD72,34:6B:46:EC:AD:72,1,-66,WPA2_PSK
2026-03-19 21:12:51,19.5308495,-99.0414429,TOTALPLAY_ECBA0B,34:6B:46:EC:BA:0B,11,-69,WPA2_PSK
2026-03-19 21:13:07,19.5308514,-99.0414429,Verizon-RC400L-42,58:32:77:25:92:42,1,-40,WPA2_PSK
2026-03-19 21:13:07,19.5308514,-99.0414429,Hogar,A2:31:DB:A0:CC:C4,4,-57,WPA2_PSK
2026-03-19 21:13:07,19.5308514,-99.0414429,,A2:31:DB:A0:CC:C6,4,-57,WPA2_PSK
2026-03-19 21:13:07,19.5308514,-99.0414429,,A2:31:DB:A0:CC:C7,4,-57,OPEN
2026-03-19 21:13:07,19.5308514,-99.0414429,TOTALPLAY_ECBA0B,34:6B:46:EC:BA:0B,11,-65,WPA2_PSK
2026-03-19 21:13:07,19.5308514,-99.0414429,TOTALPLAY_ECAD72,34:6B:46:EC:AD:72,1,-67,WPA2_PSK
2026-03-19 21:13:07,19.5308514,-99.0414429,Mega_2.4G_D834,F4:E8:4F:FF:D8:34,3,-73,WPA2_PSK
2026-03-19 21:13:07,19.5308514,-99.0414429,Club_Totalplay_WiFi,3C:A3:7E:7F:5D:23,8,-88,OPEN
2026-03-19 21:13:07,19.5308514,-99.0414429,Total-4EB6_EXT,1C:3B:F3:83:7C:06,2,-93,WPA2_PSK
2026-03-19 21:13:23,19.5308514,-99.0414429,Verizon-RC400L-42,58:32:77:25:92:42,1,-17,WPA2_PSK
2026-03-19 21:13:23,19.5308514,-99.0414429,Hogar,A2:31:DB:A0:CC:C4,4,-47,WPA2_PSK
2026-03-19 21:13:23,19.5308514,-99.0414429,,A2:31:DB:A0:CC:C7,4,-47,OPEN
2026-03-19 21:13:23,19.5308514,-99.0414429,,A2:31:DB:A0:CC:C6,4,-47,WPA2_PSK
2026-03-19 21:13:23,19.5308514,-99.0414429,IZZI-29A4,94:04:E3:EF:29:A8,1,-54,WPA2_PSK
2026-03-19 21:13:23,19.5308514,-99.0414429,Mega_2.4G_8B54,48:96:D9:26:8B:54,4,-63,WPA_WPA2_PSK
2026-03-19 21:13:23,19.5308514,-99.0414429,TOTALPLAY_ECAD72,34:6B:46:EC:AD:72,1,-67,WPA2_PSK
2026-03-19 21:13:23,19.5308514,-99.0414429,,AC:8D:34:BF:4F:0F,7,-73,OPEN
2026-03-19 21:13:23,19.5308514,-99.0414429,ARRIS-FEF2,90:C7:92:49:FE:F0,11,-78,WPA_WPA2_PSK
2026-03-19 21:13:23,19.5308514,-99.0414429,TOTALPLAY_ECBA0B,34:6B:46:EC:BA:0B,11,-80,WPA2_PSK
2026-03-19 21:13:23,19.5308514,-99.0414429,TOTALPLAY_E14025,3C:17:10:E1:40:25,11,-82,WPA2_PSK
2026-03-19 21:13:23,19.5308514,-99.0414429,TP-Link_Guest_176C,72:C3:2A:1C:17:6E,10,-86,OPEN
2026-03-19 21:13:39,19.5308285,-99.0413971,Verizon-RC400L-42,58:32:77:25:92:42,1,-34,WPA2_PSK
2026-03-19 21:13:39,19.5308285,-99.0413971,,A2:31:DB:A0:CC:C6,4,-50,WPA2_PSK
2026-03-19 21:13:39,19.5308285,-99.0413971,Hogar,A2:31:DB:A0:CC:C4,4,-50,WPA2_PSK
2026-03-19 21:13:39,19.5308285,-99.0413971,,A2:31:DB:A0:CC:C7,4,-50,OPEN
2026-03-19 21:13:39,19.5308285,-99.0413971,Ariadnazashyd_2.4G,BC:47:32:02:FF:88,6,-59,WPA_WPA2_PSK
2026-03-19 21:13:39,19.5308285,-99.0413971,IZZI-29A4,94:04:E3:EF:29:A8,1,-64,WPA2_PSK
2026-03-19 21:13:39,19.5308285,-99.0413971,ARRIS-FEF2,90:C7:92:49:FE:F0,11,-65,WPA_WPA2_PSK
2026-03-19 21:13:39,19.5308285,-99.0413971,,86:C8:A0:F3:9A:51,1,-91,WPA2_PSK
2026-03-19 21:13:55,19.5308266,-99.0413742,Verizon-RC400L-42,58:32:77:25:92:42,1,-39,WPA2_PSK
2026-03-19 21:13:55,19.5308266,-99.0413742,,A2:31:DB:A0:CC:C7,4,-55,OPEN
2026-03-19 21:13:55,19.5308266,-99.0413742,Hogar,A2:31:DB:A0:CC:C4,4,-55,WPA2_PSK
2026-03-19 21:13:55,19.5308266,-99.0413742,,A2:31:DB:A0:CC:C6,4,-56,WPA2_PSK
2026-03-19 21:13:55,19.5308266,-99.0413742,IZZI-29A4,94:04:E3:EF:29:A8,1,-58,WPA2_PSK
2026-03-19 21:13:55,19.5308266,-99.0413742,Club_Totalplay_WiFi,BC:47:32:02:FF:89,6,-58,OPEN
2026-03-19 21:13:55,19.5308266,-99.0413742,Ariadnazashyd_2.4G,BC:47:32:02:FF:88,6,-59,WPA_WPA2_PSK
2026-03-19 21:13:55,19.5308266,-99.0413742,Mega_2.4G_8B54,48:96:D9:26:8B:54,4,-62,WPA_WPA2_PSK
2026-03-19 21:13:55,19.5308266,-99.0413742,ARRIS-FEF2,90:C7:92:49:FE:F0,11,-65,WPA_WPA2_PSK
2026-03-19 21:13:55,19.5308266,-99.0413742,,4C:F5:5B:8D:7D:B6,9,-79,WPA2_PSK
2026-03-19 21:13:55,19.5308266,-99.0413742,Home,18:A6:F7:BF:71:72,7,-83,WPA_WPA2_PSK
2026-03-19 21:14:11,19.5308189,-99.0413513,Verizon-RC400L-42,58:32:77:25:92:42,1,-29,WPA2_PSK
2026-03-19 21:14:11,19.5308189,-99.0413513,,A2:31:DB:A0:CC:C6,4,-54,WPA2_PSK
2026-03-19 21:14:11,19.5308189,-99.0413513,IZZI-29A4,94:04:E3:EF:29:A8,1,-57,WPA2_PSK
2026-03-19 21:14:11,19.5308189,-99.0413513,Club_Totalplay_WiFi,3C:A3:7E:7F:5D:23,8,-70,OPEN
2026-03-19 21:14:26,19.5307941,-99.0413589,Verizon-RC400L-42,58:32:77:25:92:42,1,-35,WPA2_PSK
2026-03-19 21:14:26,19.5307941,-99.0413589,IZZI-29A4,94:04:E3:EF:29:A8,1,-47,WPA2_PSK
2026-03-19 21:14:26,19.5307941,-99.0413589,Hogar,A2:31:DB:A0:CC:C4,4,-57,WPA2_PSK
2026-03-19 21:14:26,19.5307941,-99.0413589,,A2:31:DB:A0:CC:C7,4,-57,OPEN
2026-03-19 21:14:26,19.5307941,-99.0413589,IZZI-D087,70:54:25:73:7A:49,11,-72,WPA2_PSK
2026-03-19 21:14:26,19.5307941,-99.0413589,IZZI-083E,70:4F:B8:F8:E4:1D,1,-81,WPA2_PSK
2026-03-19 21:14:42,19.5308056,-99.0413437,Verizon-RC400L-42,58:32:77:25:92:42,1,-33,WPA2_PSK
2026-03-19 21:14:42,19.5308056,-99.0413437,IZZI-29A4,94:04:E3:EF:29:A8,1,-45,WPA2_PSK
2026-03-19 21:14:42,19.5308056,-99.0413437,,A2:31:DB:A0:CC:C7,4,-54,OPEN
2026-03-19 21:14:42,19.5308056,-99.0413437,,A2:31:DB:A0:CC:C6,4,-54,WPA2_PSK
2026-03-19 21:14:42,19.5308056,-99.0413437,Hogar,A2:31:DB:A0:CC:C4,4,-56,WPA2_PSK
2026-03-19 21:14:42,19.5308056,-99.0413437,Ariadnazashyd_2.4G,BC:47:32:02:FF:88,6,-61,WPA_WPA2_PSK
2026-03-19 21:14:42,19.5308056,-99.0413437,Club_Totalplay_WiFi,BC:47:32:02:FF:89,6,-61,OPEN
2026-03-19 21:14:42,19.5308056,-99.0413437,ARRIS-FEF2,90:C7:92:49:FE:F0,11,-72,WPA_WPA2_PSK
2026-03-19 21:14:42,19.5308056,-99.0413437,,8A:69:3D:8B:03:93,1,-74,OPEN
2026-03-19 21:14:42,19.5308056,-99.0413437,IZZI-6D3E,18:9C:27:3F:75:52,11,-78,WPA2_PSK
2026-03-19 21:14:42,19.5308056,-99.0413437,IZZI-39D7,24:E4:CE:CE:39:DC,11,-82,WPA2_PSK
2026-03-19 21:14:42,19.5308056,-99.0413437,Club_Totalplay_WiFi,3C:A3:7E:7F:5D:23,8,-83,OPEN
2026-03-19 21:14:42,19.5308056,-99.0413437,INFINITUMA5B1,A0:31:DB:68:D3:68,1,-85,WPA2_PSK
2026-03-19 21:14:42,19.5308056,-99.0413437,Totalplay-436A_2.4G,B8:F0:B9:DE:FC:15,6,-88,WPA2_WPA3_PSK
2026-03-19 21:14:58,19.5308323,-99.0413208,Verizon-RC400L-42,58:32:77:25:92:42,1,-37,WPA2_PSK
2026-03-19 21:14:58,19.5308323,-99.0413208,IZZI-29A4,94:04:E3:EF:29:A8,1,-52,WPA2_PSK
2026-03-19 21:14:58,19.5308323,-99.0413208,,A2:31:DB:A0:CC:C6,4,-61,WPA2_PSK
2026-03-19 21:14:58,19.5308323,-99.0413208,Hogar,A2:31:DB:A0:CC:C4,4,-61,WPA2_PSK
2026-03-19 21:14:58,19.5308323,-99.0413208,Mega_2.4G_D834,F4:E8:4F:FF:D8:34,3,-66,WPA2_PSK
2026-03-19 21:14:58,19.5308323,-99.0413208,,72:4F:B8:A8:E4:1D,1,-72,UNKNOWN
2026-03-19 21:14:58,19.5308323,-99.0413208,Mega_2.4G_8B54,48:96:D9:26:8B:54,4,-73,WPA_WPA2_PSK
2026-03-19 21:14:58,19.5308323,-99.0413208,,A4:BD:C4:84:54:26,9,-77,WPA2_PSK
2026-03-19 21:14:58,19.5308323,-99.0413208,IZZI-D087,70:54:25:73:7A:49,11,-80,WPA2_PSK
2026-03-19 21:14:58,19.5308323,-99.0413208,Totalplay-36B5,8A:69:3D:8B:03:90,1,-83,WPA2_PSK
2026-03-19 21:15:14,19.5308323,-99.0413208,Verizon-RC400L-42,58:32:77:25:92:42,1,-35,WPA2_PSK
2026-03-19 21:15:14,19.5308323,-99.0413208,IZZI-29A4,94:04:E3:EF:29:A8,1,-56,WPA2_PSK
2026-03-19 21:15:14,19.5308323,-99.0413208,,A2:31:DB:A0:CC:C6,4,-58,WPA2_PSK
2026-03-19 21:15:14,19.5308323,-99.0413208,,A2:31:DB:A0:CC:C7,4,-60,OPEN
2026-03-19 21:15:14,19.5308323,-99.0413208,Hogar,A2:31:DB:A0:CC:C4,4,-60,WPA2_PSK
2026-03-19 21:15:14,19.5308323,-99.0413208,Totalplay-E2A1,AC:8D:34:BF:4F:0C,7,-69,WPA2_PSK
2026-03-19 21:15:14,19.5308323,-99.0413208,,72:4F:B8:A8:E4:1D,1,-71,UNKNOWN
2026-03-19 21:15:14,19.5308323,-99.0413208,,72:54:25:23:7A:49,11,-72,UNKNOWN
2026-03-19 21:15:14,19.5308323,-99.0413208,Totalplay-14A5,A4:BD:C4:84:54:24,9,-73,WPA2_PSK
2026-03-19 21:15:14,19.5308323,-99.0413208,,A4:BD:C4:84:54:26,9,-76,WPA2_PSK
2026-03-19 21:15:14,19.5308323,-99.0413208,TOTALPLAY_ECBA0B,34:6B:46:EC:BA:0B,11,-77,WPA2_PSK
2026-03-19 21:15:14,19.5308323,-99.0413208,,4C:F5:5B:8D:7D:B6,9,-83,WPA2_PSK
2026-03-19 21:15:14,19.5308323,-99.0413208,TP-Link_Guest_176C,72:C3:2A:1C:17:6E,10,-83,OPEN
2026-03-19 21:15:14,19.5308323,-99.0413208,,72:C3:2A:1C:17:6D,10,-84,WPA2_PSK
